stop_id,stop_src_id
20012049,['20012049']
20012050,['20012050']
20012051,['20012051']
20012052,['20012052']
20012053,['20012053']
20012054,['20012054']
20012055,['20012055']
20012056,['20012056']
20012057,['20012057']
20012058,['20012058']
20012059,['20012059']
20012060,['20012060']
20012061,['20012061']
20012043,['20012043']
20012062,['20012062']
20012063,['20012063']
20012064,['20012064']
20012065,['20012065']
20012066,['20012066']
20012068,['20012068']
20012069,['20012069']
20012070,['20012070']
20012073,['20012073']
20012071,['20012071']
20012074,['20012074']
20012072,['20012072']
20012075,['20012075']
20012076,['20012076']
20012077,['20012077']
20012078,['20012078']
20012079,['20012079']
20012080,['20012080']
20012081,['20012081']
20012082,['20012082']
20012083,['20012083']
20012084,['20012084']
20012085,['20012085']
20012086,['20012086']
20012087,['20012087']
20012571,['20012571']
20012089,['20012089']
20012090,['20012090']
20012091,['20012091']
20012092,['20012092']
20012093,['20012093']
20012094,['20012094']
20012095,['20012095']
20012096,['20012096']
20012539,['20012539']
20012098,['20012098']
20012109,['20012109']
20012120,['20012120']
20012110,['20012110']
20012121,['20012121']
20012112,['20012112']
20012113,['20012113']
20012114,['20012114']
20012115,['20012115']
20012116,['20012116']
20012117,['20012117']
20009238,['20009238']
20012118,['20012118']
20012119,['20012119']
20012604,['20012604']
20012131,['20012131']
20012122,['20012122']
20012123,['20012123']
20012124,['20012124']
20012125,['20012125']
20012126,['20012126']
20012127,['20012127']
20012128,['20012128']
20012129,['20012129']
20012140,['20012140']
20012141,['20012141']
20012134,['20012134']
20012142,['20012142']
20012135,['20012135']
20012136,['20012136']
20012241,['20012241']
20012242,['20012242']
20000322,['20000322']
20012606,['20012606']
20012259,['20012259']
20012244,['20012244']
20012245,['20012245']
20012246,['20012246']
20012247,['20012247']
20012248,['20012248']
20012249,['20012249']
20012250,['20012250']
20012251,['20012251']
20012252,['20012252']
20012253,['20012253']
20012257,['20012257']
20012255,['20012255']
20012258,['20012258']
20012274,['20012274']
20012275,['20012275']
20012276,['20012276']
20018115,['20018115']
20012279,['20012279']
20012280,['20012280']
20012281,['20012281']
20012282,['20012282']
20012283,['20012283']
20012284,['20012284']
20012285,['20012285']
20012286,['20012286']
20012287,['20012287']
20012288,['20012288']
20013099,['20013099']
20012289,['20012289']
20012307,['20012307']
20012308,['20012308']
20012309,['20012309']
20012310,['20012310']
20012311,['20012311']
20012312,['20012312']
20012316,['20012316']
20012317,['20012317']
20012736,['20012736']
20012315,['20012315']
20013529,['20013529']
20012318,['20012318']
20002044,['20002044']
20012319,['20012319']
20012320,['20012320']
20002050,['20002050']
20012321,['20012321']
20012322,['20012322']
20012340,['20012340']
20012341,['20012341']
20012342,['20012342']
20012343,['20012343']
20012344,['20012344']
20012345,['20012345']
20012346,['20012346']
20012347,['20012347']
20012348,['20012348']
20012349,['20012349']
20012350,['20012350']
20012351,['20012351']
20012352,['20012352']
20012353,['20012353']
20012354,['20012354']
20012355,['20012355']
20012356,['20012356']
20012357,['20012357']
20012358,['20012358']
20012359,['20012359']
20012360,['20012360']
20012361,['20012361']
20012381,['20012381']
20012382,['20012382']
20012383,['20012383']
20012384,['20012384']
20012385,['20012385']
20012386,['20012386']
20012387,['20012387']
20012388,['20012388']
20012389,['20012389']
20012390,['20012390']
20012392,['20012392']
20012393,['20012393']
20012394,['20012394']
20012395,['20012395']
20012396,['20012396']
20012397,['20012397']
20012398,['20012398']
20012399,['20012399']
20012400,['20012400']
20012401,['20012401']
20012402,['20012402']
20012406,['20012406']
20012407,['20012407']
20012408,['20012408']
20012409,['20012409']
20012410,['20012410']
20012411,['20012411']
20012412,['20012412']
20012413,['20012413']
20012737,['20012737']
20012415,['20012415']
20012416,['20012416']
20012417,['20012417']
20012421,['20012421']
20012422,['20012422']
20012423,['20012423']
20012427,['20012427']
20012428,['20012428']
20012429,['20012429']
20012430,['20012430']
20012431,['20012431']
20012433,['20012433']
20012434,['20012434']
20000715,['20000715']
20012436,['20012436']
20012437,['20012437']
20012438,['20012438']
20012439,['20012439']
20012440,['20012440']
20012441,['20012441']
20012443,['20012443']
20012444,['20012444']
20012445,['20012445']
20012474,['20012474']
20012473,['20012473']
20012475,['20012475']
20012476,['20012476']
20012477,['20012477']
20012478,['20012478']
20012479,['20012479']
20012480,['20012480']
20012481,['20012481']
20012482,['20012482']
20012483,['20012483']
20012484,['20012484']
20003054,['20003054']
20012485,['20012485']
20013010,['20013010']
20012487,['20012487']
20012488,['20012488']
20012489,['20012489']
20012490,['20012490']
20012491,['20012491']
20012492,['20012492']
20012493,['20012493']
20012494,['20012494']
20012495,['20012495']
20012472,['20012472']
20012496,['20012496']
20012497,['20012497']
20012498,['20012498']
20013011,['20013011']
20012506,['20012506']
20012507,['20012507']
20012538,['20012538']
20002263,['20002263']
20012572,['20012572']
20012574,['20012574']
20002298,['20002298']
20012637,['20012637']
20012638,['20012638']
20012639,['20012639']
20012640,['20012640']
20012641,['20012641']
20012642,['20012642']
20012938,['20012938']
20012643,['20012643']
20012644,['20012644']
20012645,['20012645']
20012646,['20012646']
20012647,['20012647']
20012670,['20012670']
20012671,['20012671']
20012672,['20012672']
20012703,['20012703']
20012704,['20012704']
20012705,['20012705']
20000603,['20000603']
20012706,['20012706']
20012707,['20012707']
20000821,['20000821']
20000604,['20000604']
20012708,['20012708']
20012709,['20012709']
20012710,['20012710']
20000607,['20000607']
20012711,['20012711']
20012712,['20012712']
20000824,['20000824']
20012713,['20012713']
20012714,['20012714']
20012715,['20012715']
20012716,['20012716']
20012717,['20012717']
20012718,['20012718']
20012719,['20012719']
20012720,['20012720']
20012769,['20012769']
20012770,['20012770']
20012771,['20012771']
20012772,['20012772']
20012773,['20012773']
20012774,['20012774']
20012775,['20012775']
20012776,['20012776']
20012777,['20012777']
20012778,['20012778']
20012779,['20012779']
20012780,['20012780']
20012781,['20012781']
20012782,['20012782']
20012802,['20012802']
20012803,['20012803']
20012804,['20012804']
20012805,['20012805']
20012806,['20012806']
20012807,['20012807']
20012808,['20012808']
20012809,['20012809']
20012810,['20012810']
20012811,['20012811']
20012812,['20012812']
20003174,['20003174']
20012813,['20012813']
20012814,['20012814']
20012815,['20012815']
20012816,['20012816']
20012817,['20012817']
20012818,['20012818']
20012819,['20012819']
20003225,['20003225']
20012820,['20012820']
20003176,['20003176']
20012835,['20012835']
20003049,['20003049']
20012836,['20012836']
20012837,['20012837']
20012838,['20012838']
20012839,['20012839']
20012840,['20012840']
20012841,['20012841']
20012842,['20012842']
20012868,['20012868']
20012869,['20012869']
20012870,['20012870']
20012871,['20012871']
20012872,['20012872']
20012873,['20012873']
20012874,['20012874']
20012876,['20012876']
20012877,['20012877']
20012878,['20012878']
20012879,['20012879']
20012880,['20012880']
20012881,['20012881']
20012882,['20012882']
20012875,['20012875']
20012883,['20012883']
20012884,['20012884']
20012940,['20012940']
20012941,['20012941']
20012942,['20012942']
20012888,['20012888']
20012890,['20012890']
20012887,['20012887']
20012892,['20012892']
20012943,['20012943']
20012939,['20012939']
20012901,['20012901']
20012902,['20012902']
20001226,['20001226']
20001227,['20001227']
20001228,['20001228']
20001229,['20001229']
20012903,['20012903']
20012904,['20012904']
20012905,['20012905']
20012906,['20012906']
20012907,['20012907']
20012908,['20012908']
20012910,['20012910']
20001238,['20001238']
20012911,['20012911']
20012934,['20012934']
20012935,['20012935']
20012936,['20012936']
20012937,['20012937']
20012944,['20012944']
20012945,['20012945']
20012946,['20012946']
20012947,['20012947']
20012948,['20012948']
20012949,['20012949']
20012950,['20012950']
20012951,['20012951']
20012952,['20012952']
20012953,['20012953']
20012954,['20012954']
20003084,['20003084']
20012956,['20012956']
20012957,['20012957']
20012958,['20012958']
20012959,['20012959']
20012960,['20012960']
20012961,['20012961']
20012962,['20012962']
20012963,['20012963']
20012964,['20012964']
20012965,['20012965']
20012966,['20012966']
20012967,['20012967']
20012968,['20012968']
20012970,['20012970']
20012969,['20012969']
20012971,['20012971']
20012972,['20012972']
20012973,['20012973']
20012974,['20012974']
20012975,['20012975']
20012976,['20012976']
20012977,['20012977']
20012978,['20012978']
20012979,['20012979']
20012980,['20012980']
20012981,['20012981']
20012982,['20012982']
20012983,['20012983']
20012984,['20012984']
20012985,['20012985']
20012986,['20012986']
20012987,['20012987']
20012988,['20012988']
20012989,['20012989']
20012990,['20012990']
20012991,['20012991']
20012992,['20012992']
20012993,['20012993']
20013003,['20013003']
20012994,['20012994']
20017521,['20017521']
20017522,['20017522']
20017523,['20017523']
20012995,['20012995']
20012996,['20012996']
20012997,['20012997']
20012998,['20012998']
20012999,['20012999']
20013000,['20013000']
20013004,['20013004']
20013005,['20013005']
20013006,['20013006']
20013007,['20013007']
20013008,['20013008']
20013009,['20013009']
20013014,['20013014']
20013015,['20013015']
20013032,['20013032']
20013016,['20013016']
20013017,['20013017']
20013018,['20013018']
20013134,['20013134']
20013020,['20013020']
20013021,['20013021']
20013022,['20013022']
20013133,['20013133']
20013024,['20013024']
20013025,['20013025']
20013026,['20013026']
20013027,['20013027']
20013028,['20013028']
20013029,['20013029']
20013030,['20013030']
20013132,['20013132']
20013048,['20013048']
20013034,['20013034']
20013033,['20013033']
20013035,['20013035']
20013036,['20013036']
20013037,['20013037']
20013038,['20013038']
20013039,['20013039']
20013040,['20013040']
20013041,['20013041']
20013042,['20013042']
20013043,['20013043']
20013045,['20013045']
20013044,['20013044']
20013046,['20013046']
20013047,['20013047']
20014650,['20014650']
20013049,['20013049']
20013050,['20013050']
20013054,['20013054']
20013055,['20013055']
20013051,['20013051']
20013052,['20013052']
20013053,['20013053']
20013056,['20013056']
20013057,['20013057']
20013058,['20013058']
20013059,['20013059']
20013060,['20013060']
20013066,['20013066']
20013231,['20013231']
20013199,['20013199']
20013200,['20013200']
20013201,['20013201']
20013202,['20013202']
20013203,['20013203']
20013238,['20013238']
20013232,['20013232']
20013204,['20013204']
20013205,['20013205']
20013206,['20013206']
20013239,['20013239']
20013207,['20013207']
20013233,['20013233']
20013208,['20013208']
20013209,['20013209']
20013210,['20013210']
20013234,['20013234']
20013235,['20013235']
20013236,['20013236']
20013237,['20013237']
20013297,['20013297']
20013298,['20013298']
20013396,['20013396']
20013462,['20013462']
20013870,['20013870']
20013463,['20013463']
20013464,['20013464']
20013465,['20013465']
20013466,['20013466']
20013467,['20013467']
20013891,['20013891']
20013495,['20013495']
20013563,['20013563']
20013594,['20013594']
20013693,['20013693']
20013694,['20013694']
20013695,['20013695']
20013663,['20013663']
20014386,['20014386']
20009634,['20009634']
20013664,['20013664']
20001814,['20001814']
20013696,['20013696']
20013697,['20013697']
20014387,['20014387']
20013698,['20013698']
20013699,['20013699']
20014419,['20014419']
20013702,['20013702']
20013703,['20013703']
20013704,['20013704']
20018746,['20018746']
20018747,['20018747']
20013705,['20013705']
20013706,['20013706']
20013707,['20013707']
20013708,['20013708']
20013709,['20013709']
20013710,['20013710']
20013711,['20013711']
20013712,['20013712']
20013713,['20013713']
20013714,['20013714']
20013715,['20013715']
20013716,['20013716']
20013717,['20013717']
20013718,['20013718']
20013722,['20013722']
20013721,['20013721']
20013723,['20013723']
20013724,['20013724']
20013725,['20013725']
20013726,['20013726']
20013727,['20013727']
20013728,['20013728']
20013729,['20013729']
20013730,['20013730']
20013731,['20013731']
20013732,['20013732']
20013733,['20013733']
20013734,['20013734']
20013735,['20013735']
20013739,['20013739']
20013740,['20013740']
20013741,['20013741']
20013742,['20013742']
20013743,['20013743']
20013736,['20013736']
20018742,['20018742']
20016089,['20016089']
20018743,['20018743']
20014356,['20014356']
20018745,['20018745']
20013737,['20013737']
20013744,['20013744']
20013745,['20013745']
20013746,['20013746']
20013747,['20013747']
20013748,['20013748']
20013749,['20013749']
20013750,['20013750']
20014355,['20014355']
20013765,['20013765']
20013766,['20013766']
20013767,['20013767']
20013768,['20013768']
20013769,['20013769']
20013770,['20013770']
20013771,['20013771']
20018744,['20018744']
20013772,['20013772']
20013773,['20013773']
20013774,['20013774']
20013751,['20013751']
20013752,['20013752']
20013753,['20013753']
20013754,['20013754']
20013755,['20013755']
20013756,['20013756']
20013757,['20013757']
20013758,['20013758']
20013759,['20013759']
20013760,['20013760']
20013761,['20013761']
20013762,['20013762']
20013763,['20013763']
20013792,['20013792']
20013793,['20013793']
20013794,['20013794']
20013795,['20013795']
20013796,['20013796']
20013797,['20013797']
20013798,['20013798']
20013799,['20013799']
20013800,['20013800']
20013801,['20013801']
20013802,['20013802']
20013803,['20013803']
20013811,['20013811']
20013805,['20013805']
20013806,['20013806']
20013807,['20013807']
20013810,['20013810']
20013812,['20013812']
20013813,['20013813']
20013814,['20013814']
20013815,['20013815']
20013816,['20013816']
20013817,['20013817']
20013818,['20013818']
20014353,['20014353']
20013826,['20013826']
20013827,['20013827']
20013828,['20013828']
20013830,['20013830']
20013831,['20013831']
20013832,['20013832']
20013833,['20013833']
20013834,['20013834']
20013835,['20013835']
20013836,['20013836']
20014354,['20014354']
20013837,['20013837']
20013838,['20013838']
20013839,['20013839']
20016903,['20016903']
20013842,['20013842']
20013843,['20013843']
20013858,['20013858']
20013859,['20013859']
20013860,['20013860']
20013861,['20013861']
20013862,['20013862']
20013863,['20013863']
20013864,['20013864']
20013865,['20013865']
20013866,['20013866']
20013867,['20013867']
20013868,['20013868']
20013869,['20013869']
20014056,['20014056']
20014057,['20014057']
20014058,['20014058']
20014059,['20014059']
20014060,['20014060']
20014061,['20014061']
20014062,['20014062']
20014063,['20014063']
20014064,['20014064']
20014065,['20014065']
20014066,['20014066']
20014067,['20014067']
20014068,['20014068']
20013924,['20013924']
20013925,['20013925']
20013926,['20013926']
20013957,['20013957']
20013958,['20013958']
20013959,['20013959']
20000580,['20000580']
20012378,['20012378']
20013960,['20013960']
20013961,['20013961']
20013962,['20013962']
20013963,['20013963']
20013964,['20013964']
20013965,['20013965']
20013966,['20013966']
20013967,['20013967']
20013968,['20013968']
20013969,['20013969']
20013970,['20013970']
20013971,['20013971']
20013972,['20013972']
20012376,['20012376']
20000585,['20000585']
20013973,['20013973']
20013974,['20013974']
20013975,['20013975']
20013976,['20013976']
20013977,['20013977']
20014069,['20014069']
20014072,['20014072']
20014070,['20014070']
20014071,['20014071']
20014089,['20014089']
20014090,['20014090']
20014091,['20014091']
20014092,['20014092']
20014093,['20014093']
20014094,['20014094']
20014095,['20014095']
20014096,['20014096']
20014097,['20014097']
20014122,['20014122']
20014123,['20014123']
20014124,['20014124']
20014125,['20014125']
20014126,['20014126']
20014127,['20014127']
20014154,['20014154']
20014129,['20014129']
20014130,['20014130']
20014131,['20014131']
20014132,['20014132']
20014133,['20014133']
20014134,['20014134']
20014135,['20014135']
20014137,['20014137']
20014138,['20014138']
20014139,['20014139']
20014140,['20014140']
20014141,['20014141']
20014142,['20014142']
20014143,['20014143']
20014144,['20014144']
20014145,['20014145']
20014148,['20014148']
20014149,['20014149']
20014150,['20014150']
20014151,['20014151']
20014152,['20014152']
20014153,['20014153']
20014128,['20014128']
20014155,['20014155']
20014156,['20014156']
20014157,['20014157']
20014158,['20014158']
20014159,['20014159']
20014160,['20014160']
20014161,['20014161']
20014162,['20014162']
20014163,['20014163']
20014164,['20014164']
20014165,['20014165']
20014166,['20014166']
20014167,['20014167']
20014168,['20014168']
20014188,['20014188']
20014189,['20014189']
20014190,['20014190']
20014191,['20014191']
20014192,['20014192']
20014193,['20014193']
20014194,['20014194']
20014195,['20014195']
20014196,['20014196']
20014651,['20014651']
20014197,['20014197']
20014198,['20014198']
20014199,['20014199']
20014200,['20014200']
20014201,['20014201']
20014202,['20014202']
20014203,['20014203']
20014204,['20014204']
20014205,['20014205']
20014210,['20014210']
20014211,['20014211']
20012111,['20012111']
20014212,['20014212']
20014485,['20014485']
20014213,['20014213']
20014486,['20014486']
20014487,['20014487']
20014214,['20014214']
20014488,['20014488']
20014215,['20014215']
20014231,['20014231']
20014222,['20014222']
20014223,['20014223']
20014224,['20014224']
20014225,['20014225']
20014226,['20014226']
20014227,['20014227']
20014229,['20014229']
20014232,['20014232']
20014233,['20014233']
20014234,['20014234']
20014235,['20014235']
20014236,['20014236']
20014237,['20014237']
20014238,['20014238']
20014805,['20014805']
20014243,['20014243']
20014244,['20014244']
20014245,['20014245']
20014246,['20014246']
20014247,['20014247']
20014249,['20014249']
20014250,['20014250']
20014251,['20014251']
20014252,['20014252']
20014253,['20014253']
20014254,['20014254']
20014814,['20014814']
20014256,['20014256']
20014257,['20014257']
20014258,['20014258']
20014287,['20014287']
20014289,['20014289']
20014290,['20014290']
20014291,['20014291']
20014292,['20014292']
20014304,['20014304']
20014305,['20014305']
20014306,['20014306']
20014307,['20014307']
20014308,['20014308']
20014309,['20014309']
20014310,['20014310']
20014311,['20014311']
20014293,['20014293']
20014294,['20014294']
20014295,['20014295']
20014296,['20014296']
20014297,['20014297']
20014298,['20014298']
20014299,['20014299']
20014300,['20014300']
20014301,['20014301']
20014864,['20014864']
20014863,['20014863']
20014862,['20014862']
20014320,['20014320']
20014321,['20014321']
20014322,['20014322']
20014323,['20014323']
20014324,['20014324']
20014325,['20014325']
20014326,['20014326']
20014327,['20014327']
20014328,['20014328']
20014329,['20014329']
20014330,['20014330']
20014331,['20014331']
20014332,['20014332']
20014333,['20014333']
20014334,['20014334']
20014335,['20014335']
20014336,['20014336']
20014337,['20014337']
20014338,['20014338']
20016300,['20016300']
20014339,['20014339']
20014340,['20014340']
20014341,['20014341']
20014342,['20014342']
20014343,['20014343']
20014344,['20014344']
20014345,['20014345']
20014346,['20014346']
20014347,['20014347']
20014348,['20014348']
20014349,['20014349']
20014350,['20014350']
20014452,['20014452']
20014453,['20014453']
20014454,['20014454']
20014455,['20014455']
20014456,['20014456']
20014457,['20014457']
20018445,['20018445']
20014460,['20014460']
20014461,['20014461']
20014794,['20014794']
20014463,['20014463']
20014464,['20014464']
20014465,['20014465']
20014489,['20014489']
20014490,['20014490']
20014491,['20014491']
20014492,['20014492']
20014493,['20014493']
20014494,['20014494']
20014495,['20014495']
20014496,['20014496']
20014497,['20014497']
20014498,['20014498']
20014518,['20014518']
20014522,['20014522']
20014520,['20014520']
20014524,['20014524']
20014525,['20014525']
20014526,['20014526']
20014527,['20014527']
20014537,['20014537']
20014528,['20014528']
20014529,['20014529']
20007408,['20007408']
20014530,['20014530']
20014531,['20014531']
20014532,['20014532']
20014533,['20014533']
20014534,['20014534']
20014535,['20014535']
20014536,['20014536']
20014538,['20014538']
20014539,['20014539']
20014540,['20014540']
20014541,['20014541']
20014542,['20014542']
20014543,['20014543']
20014544,['20014544']
20014545,['20014545']
20014546,['20014546']
20014548,['20014548']
20014549,['20014549']
20014550,['20014550']
20014551,['20014551']
20014552,['20014552']
20014553,['20014553']
20014584,['20014584']
20014459,['20014459']
20014585,['20014585']
20014617,['20014617']
20014618,['20014618']
20014619,['20014619']
20014620,['20014620']
20014621,['20014621']
20014622,['20014622']
20001249,['20001249']
20014623,['20014623']
20018478,['20018478']
20014624,['20014624']
20018479,['20018479']
20018480,['20018480']
20018481,['20018481']
20018482,['20018482']
20014626,['20014626']
20018483,['20018483']
20018484,['20018484']
20018485,['20018485']
20018486,['20018486']
20014628,['20014628']
20018487,['20018487']
20018488,['20018488']
20014629,['20014629']
20018489,['20018489']
20018490,['20018490']
20018491,['20018491']
20018492,['20018492']
20014631,['20014631']
20018493,['20018493']
20018494,['20018494']
20018495,['20018495']
20018496,['20018496']
20018497,['20018497']
20014632,['20014632']
20018511,['20018511']
20018512,['20018512']
20018513,['20018513']
20018514,['20018514']
20018515,['20018515']
20018516,['20018516']
20018517,['20018517']
20018518,['20018518']
20014633,['20014633']
20018562,['20018562']
20018561,['20018561']
20018577,['20018577']
20018578,['20018578']
20017136,['20017136']
20018544,['20018544']
20018545,['20018545']
20018546,['20018546']
20018547,['20018547']
20018548,['20018548']
20018549,['20018549']
20018550,['20018550']
20018551,['20018551']
20018552,['20018552']
20018553,['20018553']
20014636,['20014636']
20018554,['20018554']
20018555,['20018555']
20018556,['20018556']
20018557,['20018557']
20018558,['20018558']
20018559,['20018559']
20007336,['20007336']
20018560,['20018560']
20014638,['20014638']
20014652,['20014652']
20014653,['20014653']
20014654,['20014654']
20014655,['20014655']
20014656,['20014656']
20014657,['20014657']
20014658,['20014658']
20014659,['20014659']
20014861,['20014861']
20014660,['20014660']
20014661,['20014661']
20014663,['20014663']
20002010,['20002010']
20014664,['20014664']
20014665,['20014665']
20014666,['20014666']
20014667,['20014667']
20014669,['20014669']
20001161,['20001161']
20001163,['20001163']
20014673,['20014673']
20018181,['20018181']
20014675,['20014675']
20014676,['20014676']
20001171,['20001171']
20014674,['20014674']
20014677,['20014677']
20014679,['20014679']
20014683,['20014683']
20014685,['20014685']
20014716,['20014716']
20014717,['20014717']
20014718,['20014718']
20014719,['20014719']
20014720,['20014720']
20014721,['20014721']
20014722,['20014722']
20014723,['20014723']
20014724,['20014724']
20014725,['20014725']
20014726,['20014726']
20014727,['20014727']
20014728,['20014728']
20014729,['20014729']
20014730,['20014730']
20014731,['20014731']
20014732,['20014732']
20014733,['20014733']
20014734,['20014734']
20014749,['20014749']
20014750,['20014750']
20014751,['20014751']
20014752,['20014752']
20014753,['20014753']
20014754,['20014754']
20014755,['20014755']
20014756,['20014756']
20014757,['20014757']
20014758,['20014758']
20014759,['20014759']
20014760,['20014760']
20014761,['20014761']
20014762,['20014762']
20014763,['20014763']
20014764,['20014764']
20014765,['20014765']
20014766,['20014766']
20014767,['20014767']
20014768,['20014768']
20014769,['20014769']
20014770,['20014770']
20014771,['20014771']
20014772,['20014772']
20014671,['20014671']
20014773,['20014773']
20014774,['20014774']
20014780,['20014780']
20014781,['20014781']
20014782,['20014782']
20014783,['20014783']
20014784,['20014784']
20014785,['20014785']
20014786,['20014786']
20014787,['20014787']
20014788,['20014788']
20014775,['20014775']
20014776,['20014776']
20014777,['20014777']
20014778,['20014778']
20014779,['20014779']
20014789,['20014789']
20014790,['20014790']
20014791,['20014791']
20014792,['20014792']
20014793,['20014793']
20014795,['20014795']
20014796,['20014796']
20014797,['20014797']
20014798,['20014798']
20014799,['20014799']
20014800,['20014800']
20014801,['20014801']
20014802,['20014802']
20014803,['20014803']
20014804,['20014804']
20014806,['20014806']
20014807,['20014807']
20014808,['20014808']
20014809,['20014809']
20014810,['20014810']
20014811,['20014811']
20014812,['20014812']
20014813,['20014813']
20014816,['20014816']
20014817,['20014817']
20014818,['20014818']
20014819,['20014819']
20014820,['20014820']
20014848,['20014848']
20014849,['20014849']
20016551,['20016551']
20014850,['20014850']
20014851,['20014851']
20014852,['20014852']
20014853,['20014853']
20014854,['20014854']
20014855,['20014855']
20014856,['20014856']
20014857,['20014857']
20014858,['20014858']
20014859,['20014859']
20014860,['20014860']
20014865,['20014865']
20014866,['20014866']
20014867,['20014867']
20014868,['20014868']
20014869,['20014869']
20014870,['20014870']
20014871,['20014871']
20014872,['20014872']
20014873,['20014873']
20014874,['20014874']
20014875,['20014875']
20014876,['20014876']
20014877,['20014877']
20014878,['20014878']
20014879,['20014879']
20014880,['20014880']
20014881,['20014881']
20014882,['20014882']
20014883,['20014883']
20014884,['20014884']
20014885,['20014885']
20014886,['20014886']
20014887,['20014887']
20014888,['20014888']
20014889,['20014889']
20014890,['20014890']
20014891,['20014891']
20014892,['20014892']
20014893,['20014893']
20014894,['20014894']
20014947,['20014947']
20014948,['20014948']
20014980,['20014980']
20014981,['20014981']
20014982,['20014982']
20014983,['20014983']
20015178,['20015178']
20014984,['20014984']
20014985,['20014985']
20014986,['20014986']
20015013,['20015013']
20015014,['20015014']
20015015,['20015015']
20015016,['20015016']
20015302,['20015302']
20015018,['20015018']
20015019,['20015019']
20015020,['20015020']
20015021,['20015021']
20015022,['20015022']
20015112,['20015112']
20015113,['20015113']
20015114,['20015114']
20015115,['20015115']
20015116,['20015116']
20015117,['20015117']
20015118,['20015118']
20015046,['20015046']
20015047,['20015047']
20015048,['20015048']
20015049,['20015049']
20015050,['20015050']
20015051,['20015051']
20015052,['20015052']
20015053,['20015053']
20015057,['20015057']
20015058,['20015058']
20015059,['20015059']
20015060,['20015060']
20017818,['20017818']
20017819,['20017819']
20017820,['20017820']
20015065,['20015065']
20015066,['20015066']
20015067,['20015067']
20015068,['20015068']
20015069,['20015069']
20015070,['20015070']
20015071,['20015071']
20015072,['20015072']
20015073,['20015073']
20015074,['20015074']
20015075,['20015075']
20015076,['20015076']
20015077,['20015077']
20015078,['20015078']
20015079,['20015079']
20015080,['20015080']
20015081,['20015081']
20016333,['20016333']
20015082,['20015082']
20015083,['20015083']
20015085,['20015085']
20015086,['20015086']
20015087,['20015087']
20015088,['20015088']
20015017,['20015017']
20015310,['20015310']
20015311,['20015311']
20015119,['20015119']
20015120,['20015120']
20015157,['20015157']
20015158,['20015158']
20015159,['20015159']
20015160,['20015160']
20015161,['20015161']
20015162,['20015162']
20015163,['20015163']
20015164,['20015164']
20015145,['20015145']
20015146,['20015146']
20015147,['20015147']
20015148,['20015148']
20015149,['20015149']
20015150,['20015150']
20015151,['20015151']
20015153,['20015153']
20015154,['20015154']
20015155,['20015155']
20015211,['20015211']
20015212,['20015212']
20015213,['20015213']
20015214,['20015214']
20015215,['20015215']
20015216,['20015216']
20015217,['20015217']
20015218,['20015218']
20015219,['20015219']
20015224,['20015224']
20015222,['20015222']
20015223,['20015223']
20015225,['20015225']
20015226,['20015226']
20015227,['20015227']
20015228,['20015228']
20015229,['20015229']
20015230,['20015230']
20015231,['20015231']
20015232,['20015232']
20015234,['20015234']
20015235,['20015235']
20015236,['20015236']
20015237,['20015237']
20015238,['20015238']
20015244,['20015244']
20015245,['20015245']
20015246,['20015246']
20015252,['20015252']
20015248,['20015248']
20015249,['20015249']
20015250,['20015250']
20015251,['20015251']
20015254,['20015254']
20015255,['20015255']
20015256,['20015256']
20015257,['20015257']
20015258,['20015258']
20015259,['20015259']
20015260,['20015260']
20015261,['20015261']
20008514,['20008514']
20015279,['20015279']
20015277,['20015277']
20015280,['20015280']
20015281,['20015281']
20015282,['20015282']
20015283,['20015283']
20015284,['20015284']
20015285,['20015285']
20015286,['20015286']
20015287,['20015287']
20015288,['20015288']
20015289,['20015289']
20015290,['20015290']
20015295,['20015295']
20015292,['20015292']
20015293,['20015293']
20015294,['20015294']
20015296,['20015296']
20015297,['20015297']
20015298,['20015298']
20015299,['20015299']
20015300,['20015300']
20015301,['20015301']
20015343,['20015343']
20015376,['20015376']
20015377,['20015377']
20015378,['20015378']
20015379,['20015379']
20015380,['20015380']
20015381,['20015381']
20015382,['20015382']
20015383,['20015383']
20015384,['20015384']
20015385,['20015385']
20015409,['20015409']
20015410,['20015410']
20015411,['20015411']
20015412,['20015412']
20015413,['20015413']
20015414,['20015414']
20015415,['20015415']
20015416,['20015416']
20015417,['20015417']
20015418,['20015418']
20015419,['20015419']
20015420,['20015420']
20015421,['20015421']
20015422,['20015422']
20015423,['20015423']
20015424,['20015424']
20015425,['20015425']
20015426,['20015426']
20015427,['20015427']
20015428,['20015428']
20015431,['20015431']
20015432,['20015432']
20015429,['20015429']
20015430,['20015430']
20015433,['20015433']
20015434,['20015434']
20015435,['20015435']
20015436,['20015436']
20015437,['20015437']
20015438,['20015438']
20015439,['20015439']
20015440,['20015440']
20015441,['20015441']
20015442,['20015442']
20015443,['20015443']
20015445,['20015445']
20015446,['20015446']
20015447,['20015447']
20015448,['20015448']
20015449,['20015449']
20015451,['20015451']
20015452,['20015452']
20015453,['20015453']
20015454,['20015454']
20015455,['20015455']
20015456,['20015456']
20015457,['20015457']
20015458,['20015458']
20015459,['20015459']
20015460,['20015460']
20015475,['20015475']
20015476,['20015476']
20015477,['20015477']
20015478,['20015478']
20015508,['20015508']
20015509,['20015509']
20015510,['20015510']
20015511,['20015511']
20015512,['20015512']
20015515,['20015515']
20015516,['20015516']
